Class,Method Name,Arg/Ret/Var,Variable Name,Inferred Type,Original Type,Exact (E) / Up to Parameter (P) / Got Type (T) / None (N),Solution Source,Source Code
TZInfo::Timezone,local_time,Arg,second,?Number,Number,E,Twin,"def local_time(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_time
    end"
TZInfo::Timezone,local_time,Arg,sub_second,?Number,Number,E,Constraints,"def local_time(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_time
    end"
TZInfo::Timezone,local_time,Arg,dst,?Array<TZInfo::CountryTimezone>,(false or true),T,Constraints,"def local_time(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_time
    end"
TZInfo::Timezone,local_time,Ret,"",String,TimeWithOffset,T,Twin,"def local_time(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_time
    end"
TZInfo::Timezone,local_datetime,Arg,year,Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,month,?Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,day,?Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,hour,?Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,minute,?Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,second,?Number,Number,E,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,sub_second,?Number,Number,E,Constraints,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Arg,dst,?Array<TZInfo::CountryTimezone>,(false or true),T,Constraints,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_datetime,Ret,"",String,DateTimeWithOffset,T,Twin,"def local_datetime(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      local_timestamp(year, month, day, hour, minute, second, sub_second, dst, &block).to_datetime
    end"
TZInfo::Timezone,local_timestamp,Arg,year,Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,month,?Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,day,?Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,hour,?Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,minute,?Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,second,?Number,Number,E,Twin,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,sub_second,?Number,Number,E,Constraints,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Arg,dst,?Array<TZInfo::CountryTimezone>,(false or true),T,Constraints,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,local_timestamp,Ret,"",TZInfo::TimestampWithOffset,TimestampWithOffset,E,Constraints,"def local_timestamp(year, month = 1, day = 1, hour = 0, minute = 0, second = 0, sub_second = 0, dst = Timezone.default_dst, &block)
      ts = Timestamp.create(year, month, day, hour, minute, second, sub_second)
      timezone_offset = period_for_local(ts, dst, &block).offset
      utc_offset = timezone_offset.observed_utc_offset
      TimestampWithOffset.new(ts.value - utc_offset, sub_second, utc_offset).set_timezone_offset(timezone_offset)
    end"
TZInfo::Timezone,canonical_identifier,Ret,"",String,String,E,Twin,"def canonical_identifier
      canonical_zone.identifier
    end"
TZInfo::Timezone,now,Ret,"",TZInfo::Timestamp,TimeWithOffset,T,Constraints,"def now
      to_local(Time.now)
    end"
TZInfo::Timezone,current_period,Ret,"",TZInfo::OffsetTimezonePeriod,TimezonePeriod,E,Constraints,"def current_period
      period_for(Time.now)
    end"
TZInfo::Timezone,current_time_and_period,Ret,"","[TZInfo::Timestamp, (nil or { TZInfo::Timezone#period_for ret: ret })]",Array,P,Constraints,"def current_time_and_period
      period = nil

      local_time = Timestamp.for(Time.now) do |ts|
        period = period_for(ts)
        TimestampWithOffset.set_timezone_offset(ts, period.offset)
      end

      [local_time, period]
    end"
TZInfo::Timezone,strftime,Arg,format,Number,String,T,Twin,"def strftime(format, time = Time.now)
      to_local(time).strftime(format)
    end"
TZInfo::Timezone,strftime,Arg,time,?([ respond_to?: (:subsec) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:to_i) -> { { [s]TZInfo::Timestamp#is_time_like? arg: value }#respond_to? call_ret: ret } ] and [ respond_to?: (:utc_offset) -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#respond_to? call_ret: ret } ] and [ to_i: () -> Number ] and [ utc_offset: () -> { { [s]TZInfo::Timestamp#for_time_like arg: time_like }#utc_offset call_ret: ret } ]),Object,TS,Constraints,"def strftime(format, time = Time.now)
      to_local(time).strftime(format)
    end"
TZInfo::Timezone,strftime,Ret,"",String,String,E,Twin,"def strftime(format, time = Time.now)
      to_local(time).strftime(format)
    end"
TZInfo::Timezone,abbreviation,Arg,time,?{ TZInfo::Timezone#abbreviation arg: time },Object,N,,"def abbreviation(time = Time.now)
      period_for(time).abbreviation
    end"
TZInfo::Timezone,abbreviation,Ret,"",String,String,E,Twin,"def abbreviation(time = Time.now)
      period_for(time).abbreviation
    end"
TZInfo::Timezone,dst?,Arg,time,?{ TZInfo::Timezone#dst? arg: time },Object,N,,"def dst?(time = Time.now)
      period_for(time).dst?
    end"
TZInfo::Timezone,dst?,Ret,"",(false or true),(false or true),E,Twin,"def dst?(time = Time.now)
      period_for(time).dst?
    end"
TZInfo::Timezone,base_utc_offset,Arg,time,?{ TZInfo::Timezone#base_utc_offset arg: time },Object,N,,"def base_utc_offset(time = Time.now)
      period_for(time).base_utc_offset
    end"
TZInfo::Timezone,base_utc_offset,Ret,"",String,Number,T,Twin,"def base_utc_offset(time = Time.now)
      period_for(time).base_utc_offset
    end"
TZInfo::Timezone,observed_utc_offset,Arg,time,?{ TZInfo::Timezone#observed_utc_offset arg: time },Object,N,,"def observed_utc_offset(time = Time.now)
      period_for(time).observed_utc_offset
    end"
TZInfo::Timezone,observed_utc_offset,Ret,"",String,Number,T,Twin,"def observed_utc_offset(time = Time.now)
      period_for(time).observed_utc_offset
    end"
TZInfo::Timezone,<=>,Arg,tz,([ identifier: () -> { { TZInfo::Timezone#<=> arg: tz }#identifier call_ret: ret } ] and [ is_a?: (Class) -> { { TZInfo::Timezone#<=> arg: tz }#is_a? call_ret: ret } ]),Object,TS,Constraints,"def <=>(tz)
      return nil unless tz.is_a?(Timezone)
      identifier <=> tz.identifier
    end"
TZInfo::Timezone,<=>,Ret,"",Number,Number,E,Constraints,"def <=>(tz)
      return nil unless tz.is_a?(Timezone)
      identifier <=> tz.identifier
    end"
TZInfo::Timezone,eql?,Arg,tz,{ TZInfo::Timezone#eql? arg: tz },Object,N,,"def eql?(tz)
      self == tz
    end"
TZInfo::Timezone,eql?,Ret,"",(false or true),(false or true),E,Constraints,"def eql?(tz)
      self == tz
    end"
TZInfo::Timezone,hash,Ret,"",Number,Number,E,Constraints,"def hash
      identifier.hash
    end"
TZInfo::Timezone,=~,Arg,regexp,[ =~: ({ TZInfo::Timezone#identifier ret: ret }) -> { { TZInfo::Timezone#=~ arg: regexp }#=~ call_ret: ret } ],Regexp,TS,Constraints,"def =~(regexp)
      regexp =~ identifier
    end"
TZInfo::Timezone,=~,Ret,"",{ TZInfo::Timezone#=~ ret: ret },Number,N,,"def =~(regexp)
      regexp =~ identifier
    end"
TZInfo::Timezone,_dump,Arg,limit,TZInfo::TimezoneOffset,Number,T,Twin,"def _dump(limit)
      identifier
    end"
TZInfo::Timezone,_dump,Ret,"",String,String,E,Constraints,"def _dump(limit)
      identifier
    end"
[s]TZInfo::Timezone,_load,Arg,data,TZInfo::TimezoneOffset,String,T,Constraints,"def self._load(data)
      Timezone.get(data)
    end"
[s]TZInfo::Timezone,_load,Ret,"",TZInfo::Country,Timezone,T,Twin,"def self._load(data)
      Timezone.get(data)
    end"
TZInfo::TimezoneProxy,initialize,Arg,identifier,TZInfo::TimezoneOffset,String,T,Constraints,"def initialize(identifier)
      super()
      @identifier = identifier
      @real_timezone = nil
    end"
TZInfo::TimezoneProxy,initialize,Ret,"",self,self,E,,"def initialize(identifier)
      super()
      @identifier = identifier
      @real_timezone = nil
    end"
TZInfo::TimezoneProxy,identifier,Ret,"",TZInfo::TimezoneOffset,String,T,Constraints,"def identifier
      @real_timezone ? @real_timezone.identifier : @identifier
    end"
TZInfo::TimezoneProxy,period_for,Arg,time,Number,Object,E,Twin,"def period_for(time)
      real_timezone.period_for_utc(time)
    end"
TZInfo::TimezoneProxy,period_for,Ret,"",TZInfo::TransitionsTimezonePeriod,TimezonePeriod,E,Twin,"def period_for(time)
      real_timezone.period_for_utc(time)
    end"
TZInfo::TimezoneProxy,periods_for_local,Arg,local_time,Number,Object,E,Twin,"def periods_for_local(local_time)
      real_timezone.periods_for_local(local_time)
    end"
TZInfo::TimezoneProxy,periods_for_local,Ret,"",Array<{ TZInfo::DataSources::ConstantOffsetDataTimezoneInfo#transitions_up_to array_param: array_param_#<Parser::Source::Map::Collection:0x00007fc6fb30ea20> }>,Array<TimezonePeriod>,P,Twin,"def periods_for_local(local_time)
      real_timezone.periods_for_local(local_time)
    end"
TZInfo::TimezoneProxy,transitions_up_to,Arg,to,TZInfo::TimezoneOffset,Object,E,Twin,"def transitions_up_to(to, from = nil)
      real_timezone.transitions_up_to(to, from)
    end"
